ID,address,info,z_address,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,yearbuilt,zestimate,zindexvalue,zipcode,zpid
2552,Address: 701 Minnesota Street #213, San FranciscoSales price: 1630500Sales date: 08/14/2015Bedrooms: 1Square feet: 1251Lot size: 40243,701 Minnesota St APT 213,2,2,1814,08/14/2015,1630500,37.761314,-122.390052,Central Waterfront - Dogpatch,5,Condominium,1900,1667286,"1,129,000",94107,80734407
2553,Address: 706 Wisconsin Street, San FranciscoSales price: 2750000Sales date: 08/14/2015Bedrooms: 4Square feet: 3377Lot size: 2495,706 Wisconsin St,4,4,3377,08/14/2015,2750000,37.758431,-122.39936,Potrero Hill,10,Duplex,1900,3251533,"1,277,600",94107,15150549
2554,Address: 1817 California Street #111, San FranciscoSales price: 200000Sales date: 08/14/2015Bedrooms: 1Square feet: 540Lot size: 27277,1817 California St APT 111,1,1,540,08/14/2015,200000,37.78958,-122.42453,Van Ness - Civic Center,4,Condominium,1960,638497,"855,500",94109,15074958
2555,Address: 542 Gates Street, San FranciscoSales price: 1025000Sales date: 08/14/2015Bedrooms: 0Square feet: 1000Lot size: 1751,542 Gates St,1,2,1000,08/14/2015,1025000,37.736522,-122.414346,Bernal Heights,4,SingleFamily,1941,962282,"1,248,000",94110,15163860
2556,Address: 1163 Shotwell Street, San FranciscoSales price: 1530000Sales date: 08/14/2015Bedrooms: 0Square feet: 2736Lot size: 3206,1163-1165 Shotwell St,2,5,2736,08/14/2015,1530000,37.749864,-122.414615,Mission,12,MultiFamily2To4,1900,1475823,"1,185,400",94110,15180601
2558,Address: 2 Amazon Avenue #302, San FranciscoSales price: 517000Sales date: 08/14/2015Bedrooms: 2Square feet: 827Lot size: 11815,2 Amazon Ave APT 302,2,2,857,08/14/2015,517000,37.716915,-122.440335,Excelsior,5,Condominium,1999,527757,"767,600",94112,15177248
2559,Address: 58 Ney Street, San FranciscoSales price: 630000Sales date: 08/14/2015Bedrooms: 1Square feet: 875Lot size: 2748,58 Ney St,1,1,875,08/14/2015,630000,37.729766,-122.429044,Excelsior,4,SingleFamily,1908,726236,"767,600",94112,15166208
2560,Address: 427 Huron Avenue, San FranciscoSales price: 690000Sales date: 08/14/2015Bedrooms: 0Square feet: 1210Lot size: 2199,427 Huron Ave,1,2,1700,08/14/2015,690000,37.714728,-122.445815,Outer Mission,5,SingleFamily,1936,803680,"814,200",94112,15191788
2561,Address: 99 Ord Street, San FranciscoSales price: 3200000Sales date: 08/14/2015Bedrooms: 4Square feet: 2850Lot size: 2413,99 Ord St,3,3,2850,08/14/2015,3200000,37.762333,-122.439958,Corona Heights,9,SingleFamily,1932,3218614,"1,475,100",94114,15127612
2563,Address: 2121 Scott Street, San FranciscoSales price: 1950000Sales date: 08/14/2015Bedrooms: 1Square feet: 1300Lot size: 2031,2121 Scott St,1.5,2,1550,08/14/2015,1950000,37.789514,-122.43929,Pacific Heights,4,Condominium,1960,2164099,"1,910,700",94115,15082025
2564,Address: 2090 Great Highway #104, San FranciscoSales price: 475000Sales date: 08/14/2015Bedrooms: 1Square feet: 726Lot size: 8226,2090 Great Hwy APT 104,1,1,726,08/14/2015,475000,37.747491,-122.50746,Outer Parkside,3,Condominium,1963,507286,"981,900",94116,15116732
2566,Address: 554 45th Avenue, San FranciscoSales price: 1500000Sales date: 08/14/2015Bedrooms: 0Square feet: 1400Lot size: 3598,554 45th Ave,2,3,2090,08/14/2015,1500000,37.778009,-122.505757,Outer Richmond,6,SingleFamily,1922,1368897,"1,214,000",94121,15093099
2567,Address: 1758 28th Avenue, San FranciscoSales price: 1030000Sales date: 08/14/2015Bedrooms: 2Square feet: 1150Lot size: 2965,1758 28th Ave,1,2,1150,08/14/2015,1030000,37.754603,-122.485844,Central Sunset,5,SingleFamily,1939,986554,"1,125,700",94122,15110955
2568,Address: 1618 46th Avenue, San FranciscoSales price: 1480000Sales date: 08/14/2015Bedrooms: 5Square feet: 2935Lot size: 2996,1618 46th Ave,3,5,2999,08/14/2015,1480000,37.756285,-122.505308,Outer Sunset,9,SingleFamily,1947,1604242,"1,031,800",94122,15108229
2569,Address: 2025 Keith Street, San FranciscoSales price: 527000Sales date: 08/14/2015Bedrooms: 2Square feet: 1260Lot size: 1097,2025 Keith St,2,2,1260,08/14/2015,527000,37.728295,-122.390182,Bayview,5,SingleFamily,1910,697486,"731,900",94124,15154217
2571,Address: 399 Moncada Way, San FranciscoSales price: 1610000Sales date: 08/14/2015Bedrooms: 4Square feet: 2396Lot size: 7840,399 Moncada Way,3,4,2396,08/14/2015,1610000,37.729614,-122.471267,Ingleside Terrace,8,SingleFamily,1922,1730689,"1,624,900",94127,15186998
2572,Address: 653 28th Street, San FranciscoSales price: 1603000Sales date: 08/14/2015Bedrooms: 0Square feet: 1200Lot size: 2905,653 28th St,1.5,3,1400,08/14/2015,1603000,37.74445,-122.436814,Diamond Heights,5,SingleFamily,1940,1696825,"1,098,500",94131,15199488
2573,Address: 850 Corbett Avenue #5, San FranciscoSales price: 1940000Sales date: 08/14/2015Bedrooms: 4Square feet: 2559Lot size: 5171,850 Corbett Ave APT 5,3,4,2517,08/14/2015,1940000,37.75333,-122.443703,Twin Peaks,8,Condominium,2003,2029900,"1,180,100",94131,67090333
2575,Address: 368 Elm Street #107, San FranciscoSales price: 1225000Sales date: 08/13/2015Bedrooms: 2Square feet: 1219Lot size: 9600,368 Elm St APT 107,2,2,1219,08/13/2015,1225000,37.781379,-122.423141,Van Ness - Civic Center,5,Condominium,2007,1114737,"855,500",94102,79844576
2576,Address: 250 King Street #606, San FranciscoSales price: 835500Sales date: 08/13/2015Bedrooms: 1Square feet: 982Lot size: 213232,250 King St UNIT 606,1,1,982,08/13/2015,835500,37.777645,-122.39343,South of Market,3,Condominium,2004,896889,"975,700",94107,69819424
2579,Address: 560 A Missouri Street, San FranciscoSales price: 1403000Sales date: 08/13/2015Bedrooms: 2Square feet: 1191Lot size: 2496,560A Missouri St,3,2,1191,08/13/2015,1403000,37.759197,-122.396514,Potrero Hill,5,Condominium,2003,1429700,"1,277,600",94107,64972846
2580,Address: 900 Bush Street #217, San FranciscoSales price: 828000Sales date: 08/13/2015Bedrooms: 2Square feet: 847Lot size: 37816,900 Bush St APT 217,2,2,847,08/13/2015,828000,37.789945,-122.412735,Downtown,5,MultiFamily2To4,1981,861617,"807,800",94109,15068983
2581,Address: 2002 California Street, San FranciscoSales price: 3750000Sales date: 08/13/2015Bedrooms: 2Square feet: 1720Lot size: 2231,2002 California St,4,4,1720,08/13/2015,3750000,37.789908,-122.427852,Pacific Heights,9,SingleFamily,1923,3814743,"1,910,700",94109,15074781
2582,Address: 400 Alemany Boulevard #5, San FranciscoSales price: 550000Sales date: 08/13/2015Bedrooms: 2Square feet: 866Lot size: 24034,400 Alemany Blvd APT 5,1.5,2,866,08/13/2015,550000,37.733085,-122.414555,Bernal Heights,5,Condominium,2003,574514,"1,248,000",94110,61262073
2583,Address: 59 Mirabel Avenue, San FranciscoSales price: 978000Sales date: 08/13/2015Bedrooms: 0Square feet: 1783Lot size: 2500,59 Mirabel Ave,1,2,900,08/13/2015,978000,37.746833,-122.416183,Bernal Heights,5,Condominium,1900,864935,"1,248,000",94110,125217264
2585,Address: 2075 Sutter Street #527, San FranciscoSales price: 1300000Sales date: 08/13/2015Bedrooms: 2Square feet: 1084Lot size: 22729,2075 Sutter St APT 527,2,2,1084,08/13/2015,1300000,37.785647,-122.434462,Lower Pacific Heights,5,Condominium,1992,1286386,"1,178,700",94115,15076130
2587,Address: 118 Noriega Street, San FranciscoSales price: 980000Sales date: 08/13/2015Bedrooms: 0Square feet: 1499Lot size: 2495,118 Noriega St,2,3,1499,08/13/2015,980000,37.754995,-122.465032,Inner Sunset,7,SingleFamily,1906,1055264,"1,357,900",94122,15111694
2589,Address: 601 Van Ness Avenue #432, San FranciscoSales price: 525000Sales date: 08/12/2015Bedrooms: 2Square feet: 681Lot size: 105806,601 Van Ness Ave APT 432,1,1,681,08/12/2015,525000,37.781386,-122.421406,Van Ness - Civic Center,3,Condominium,1982,550933,"855,500",94102,15077956
2591,Address: 201 Harrison Street #730, San FranciscoSales price: 580000Sales date: 08/12/2015Bedrooms: 0Square feet: 432Lot size: 38449,201 Harrison St APT 730,1,0,432,08/12/2015,580000,37.787585,-122.39048,South Beach,1,Condominium,1991,584975,"1,286,900",94105,15148328
2593,Address: 63 Arnold Avenue, San FranciscoSales price: 855000Sales date: 08/12/2015Bedrooms: 0Square feet: 862Lot size: 2556,63 Arnold Ave,1,2,862,08/12/2015,855000,37.734203,-122.419441,Bernal Heights,4,SingleFamily,1943,892159,"1,248,000",94110,15164490
2594,Address: 58 Gladys Street, San FranciscoSales price: 1650000Sales date: 08/12/2015Bedrooms: 2Square feet: 2750Lot size: 2500,58 Gladys St,2,3,1850,08/12/2015,1650000,37.73943,-122.423095,Bernal Heights,9,SingleFamily,1910,1663642,"1,248,000",94110,15163454
2595,Address: 915 Vienna Street, San FranciscoSales price: 905000Sales date: 08/12/2015Bedrooms: 0Square feet: 1225Lot size: 2709,915 Vienna St,1,3,1225,08/12/2015,905000,37.714723,-122.434397,Excelsior,6,SingleFamily,1922,906677,"767,600",94112,15177089
2596,Address: 370 Church Street #F, San FranciscoSales price: 863000Sales date: 08/12/2015Bedrooms: 1Square feet: 780Lot size: 18656,370 Church St APT F,1,1,780,08/12/2015,863000,37.765062,-122.429077,Eureka Valley - Dolores Heights - Castro,4,Condominium,1981,847999,"1,744,100",94114,15143549
2597,Address: 71 Landers Street, San FranciscoSales price: 3000000Sales date: 08/12/2015Bedrooms: 3Square feet: 2460Lot size: 3123,71 Landers St,2,3,2460,08/12/2015,3000000,37.76671,-122.42744,Mission,6,SingleFamily,1904,3010742,"1,185,400",94114,15143019
2598,Address: 1310 Fillmore Street #609, San FranciscoSales price: 738500Sales date: 08/12/2015Bedrooms: 1Square feet: 810Lot size: 52938,1310 Fillmore St APT 609,1,1,810,08/12/2015,738500,37.781951,-122.431976,Western Addition,4,Condominium,2007,792043,"983,400",94115,82785391
2600,Address: 1775 Chestnut Street, San FranciscoSales price: 1500000Sales date: 08/12/2015Bedrooms: 0Square feet: 1185Lot size: 1500,1775 Chestnut St,2,2,1185,08/12/2015,1500000,37.80125,-122.432462,Marina,5,Condominium,1964,1489157,"2,186,800",94123,96011794
2601,Address: 1688 Wallace Avenue #201, San FranciscoSales price: 475000Sales date: 08/12/2015Bedrooms: 2Square feet: 810Lot size: 4990,1688 Wallace Ave APT 201,2,2,843,08/12/2015,475000,37.728517,-122.392531,Bayview,4,MultiFamily2To4,2003,513379,"731,900",94124,61325440
2602,Address: 520 28th Street, San FranciscoSales price: 1275000Sales date: 08/12/2015Bedrooms: 0Square feet: 700Lot size: 2850,520 28th St,1,2,700,08/12/2015,1275000,37.745107,-122.434035,Noe Valley,4,SingleFamily,1917,1306453,"1,782,000",94131,15182765
2603,Address: 100 Roanoke Street, San FranciscoSales price: 2000000Sales date: 08/12/2015Bedrooms: 0Square feet: 1293Lot size: 2073,100 Roanoke St,3,3,1881,08/12/2015,2000000,37.735895,-122.430888,Glen Park,8,SingleFamily,1926,1975038,"1,660,200",94131,15184926
2604,Address: 232 Olmstead Street, San FranciscoSales price: 810500Sales date: 08/12/2015Bedrooms: 0Square feet: 1228Lot size: 1873,232 Olmstead St,1,3,1228,08/12/2015,810500,37.722343,-122.404243,Portola,5,SingleFamily,1946,817989,"888,400",94134,15171936
2605,Address: 310 Townsend Street #411, San FranciscoSales price: 950000Sales date: 08/11/2015Bedrooms: 1Square feet: 853Lot size: 16600,310 Townsend St APT 411,1,1,853,08/11/2015,950000,37.777026,-122.39574,South of Market,4,Condominium,2006,929359,"975,700",94107,82786223
2606,Address: 88 King Street #1308, San FranciscoSales price: 1550000Sales date: 08/11/2015Bedrooms: 2Square feet: 1245Lot size: 82157,88 King St UNIT 1308,2,2,1245,08/11/2015,1550000,37.780628,-122.389625,South Beach,5,Condominium,2001,1559582,"1,286,900",94107,80753293
2607,Address: 1450 Greenwich Street #501, San FranciscoSales price: 1100000Sales date: 08/11/2015Bedrooms: 0Square feet: 862Lot size: 9273,1450 Greenwich St APT 501,1,1,862,08/11/2015,1100000,37.800755,-122.42357,Russian Hill,4,Condominium,1928,1083916,"1,630,000",94109,15070994
2608,Address: 21 Gladstone Drive, San FranciscoSales price: 630000Sales date: 08/11/2015Bedrooms: 0Square feet: 862Lot size: 2748,21 Gladstone Dr,1,2,862,08/11/2015,630000,37.731054,-122.41991,Excelsior,4,SingleFamily,1942,647826,"767,600",94112,15166397
2609,Address: 335 Hanover Street, San FranciscoSales price: 660000Sales date: 08/11/2015Bedrooms: 2Square feet: 850Lot size: 2752,335 Hanover St,1,2,850,08/11/2015,660000,37.70883,-122.44338,Crocker Amazon,4,SingleFamily,1953,726129,"823,000",94112,15179732
2610,Address: 67 Arago Street, San FranciscoSales price: 1226000Sales date: 08/11/2015Bedrooms: 0Square feet: 1012Lot size: 1698,67 Arago St,2,3,1012,08/11/2015,1225888,37.727116,-122.443255,Mission Terrace,5,SingleFamily,1930,1285637,"992,600",94112,15140268
2611,Address: 27 Cutler Avenue, San FranciscoSales price: 880000Sales date: 08/11/2015Bedrooms: 0Square feet: 1011Lot size: 2495,27 Cutler Ave,3,4,1622,01/28/2016,1325000,37.736824,-122.505856,Outer Parkside,9,SingleFamily,1949,761410,"981,900",94116,15124521
2612,Address: 2348 22nd Avenue, San FranciscoSales price: 1275000Sales date: 08/11/2015Bedrooms: 0Square feet: 2478Lot size: 3598,2348-2350 22ND Ave,2,4,2478,08/11/2015,1275000,37.743857,-122.478641,Parkside,10,MultiFamily2To4,1946,1388502,"1,112,900",94116,15120444
2613,Address: 2080 14th Avenue, San FranciscoSales price: 1302500Sales date: 08/11/2015Bedrooms: 0Square feet: 1504Lot size: 3833,2080 14th Ave,1,3,1504,08/11/2015,1302500,37.749361,-122.470447,Golden Gate Heights,7,SingleFamily,1941,988197,"1,476,600",94116,15115460
2614,Address: 522 11th Avenue, San FranciscoSales price: 1615000Sales date: 08/11/2015Bedrooms: 3Square feet: 1560Lot size: 3000,522 11th Ave,1,3,1560,08/13/2015,1615000,37.778387,-122.469132,Inner Richmond,6,SingleFamily,1910,1712906,"1,685,300",94118,15094930
2616,Address: 1468 Francisco Street #1, San FranciscoSales price: 1005500Sales date: 08/11/2015Bedrooms: 1Square feet: 984Lot size: 3443,1468 Francisco St APT 1,1,1,984,08/11/2015,1005500,37.802929,-122.429411,Marina,3,Condominium,1924,994151,"2,186,800",94123,15070402
2617,Address: 32 Jennings Court, San FranciscoSales price: 730000Sales date: 08/11/2015Bedrooms: 3Square feet: 1674Lot size: 3743,32 Jennings Ct,2,3,1674,08/11/2015,730000,37.716885,-122.397705,Bayview,6,Condominium,1996,856875,"731,900",94124,15155012
2618,Address: 1 Silverview Drive, San FranciscoSales price: 770000Sales date: 08/11/2015Bedrooms: 3Square feet: 1594Lot size: 2715,1 Silverview Dr,2,3,1594,09/11/2015,770000,37.734082,-122.395738,Silver Terrace,5,SingleFamily,1986,792589,"736,700",94124,15156917
2619,Address: 46 El Sereno Court, San FranciscoSales price: 1313000Sales date: 08/11/2015Bedrooms: 0Square feet: 1258Lot size: 3371,46 El Sereno Ct,1,3,1258,08/11/2015,1313000,37.738896,-122.445132,Miraloma Park,6,SingleFamily,1940,1286396,"1,250,700",94127,15135007
2620,Address: 5160 Diamond Heights Boulevard #105C, San FranciscoSales price: 730000Sales date: 08/11/2015Bedrooms: 0Square feet: 1175Lot size: 7219,5160 Diamond Heights Blvd APT 105C,2,2,1175,01/26/2016,833000,37.745901,-122.440473,Diamond Heights,5,Condominium,1972,788647,"1,098,500",94131,15199038
2621,Address: 691 Panorama Drive, San FranciscoSales price: 865000Sales date: 08/11/2015Bedrooms: 3Square feet: 1237Lot size: 3223,691 Panorama Dr,2,3,1237,08/11/2015,865000,37.753435,-122.452249,Midtown Terrace,6,SingleFamily,1957,980790,"1,117,200",94131,15131270
2623,Address: 87 Aquavista Way, San FranciscoSales price: 1375000Sales date: 08/11/2015Bedrooms: 0Square feet: 1272Lot size: 3297,87 Aquavista Way,3,4,1800,08/11/2015,1375000,37.753769,-122.449614,Midtown Terrace,8,SingleFamily,1956,1202177,"1,117,200",94131,15131407
2624,Address: 638 19th Street #15, San FranciscoSales price: 1500000Sales date: 08/10/2015Bedrooms: 3Square feet: 1335Lot size: 14761,638 19th St UNIT 15,2.5,3,1335,08/10/2015,1500000,37.762079,-122.389014,Central Waterfront - Dogpatch,5,Condominium,2007,1490313,"1,129,000",94107,79847698
2628,Address: 12 Carson Street, San FranciscoSales price: 2260000Sales date: 08/10/2015Bedrooms: 2Square feet: 1448Lot size: 2080,12 Carson St,3,4,1448,08/10/2015,2260000,37.758528,-122.43938,Eureka Valley - Dolores Heights - Castro,13,SingleFamily,1905,2089280,"1,744,100",94114,15129522
2629,Address: 1915 Funston Avenue, San FranciscoSales price: 1275000Sales date: 08/10/2015Bedrooms: 0Square feet: 1929Lot size: 2787,1915 Funston Ave,2,4,1929,08/10/2015,1275000,37.752405,-122.470026,Golden Gate Heights,9,SingleFamily,1959,1336324,"1,476,600",94116,15115002
2631,Address: 523 7th Avenue, San FranciscoSales price: 1575000Sales date: 08/10/2015Bedrooms: 4Square feet: 2125Lot size: 3000,523-525 7TH Ave,2,4,2125,08/10/2015,1575000,37.778547,-122.465507,Inner Richmond,10,Duplex,1907,1812322,"1,685,300",94118,15094763
2632,Address: 662 Joost Avenue, San FranciscoSales price: 1015000Sales date: 08/10/2015Bedrooms: 0Square feet: 926Lot size: 2500,662 Joost Ave,1,2,926,08/10/2015,1015000,37.732553,-122.450314,Sunnyside,5,SingleFamily,1925,1009059,"1,038,200",94127,15138431
2633,Address: 453 Myra Way, San FranciscoSales price: 1250000Sales date: 08/10/2015Bedrooms: 3Square feet: 1900Lot size: 3158,453 Myra Way,2,3,1900,08/10/2015,1250000,37.737879,-122.45242,Miraloma Park,6,SingleFamily,1962,1323519,"1,250,700",94127,15136619
2634,Address: 300 3rd Street #1115, San FranciscoSales price: 1450000Sales date: 08/07/2015Bedrooms: 2Square feet: 1387Lot size: 48941,300 3rd St APT 1115,2,2,1387,08/07/2015,1450000,37.783184,-122.399084,Yerba Buena,4,Condominium,1990,1258091,"1,006,900",94107,15147847
2637,Address: 2090 Pacific Avenue #206, San FranciscoSales price: 805000Sales date: 08/07/2015Bedrooms: 0Square feet: 740Lot size: 12215,2090 Pacific Ave APT 206,1,1,740,08/07/2015,805000,37.79431,-122.42961,Pacific Heights,2,Condominium,1928,760053,"1,910,700",94109,15073114
2638,Address: 1635 California Street #65, San FranciscoSales price: 1050000Sales date: 08/07/2015Bedrooms: 2Square feet: 877Lot size: 10412,1635 California St APT 65,2,2,877,08/07/2015,1050000,37.790184,-122.421348,Van Ness - Civic Center,5,Condominium,2005,1064561,"855,500",94109,79847424
2640,Address: 137 Faith Street, San FranciscoSales price: 1000000Sales date: 08/07/2015Bedrooms: 2Square feet: 664Lot size: 1750,137 Faith St,1,2,664,08/07/2015,1000000,37.744127,-122.406778,Bernal Heights,4,SingleFamily,1935,1065102,"1,248,000",94110,15160913
2641,Address: 676 Capp Street, San FranciscoSales price: 2300000Sales date: 08/07/2015Bedrooms: 0Square feet: 1668Lot size: 4410,676 Capp St,1.5,3,1668,08/07/2015,2300000,37.75593,-122.418015,Mission,8,SingleFamily,1890,1414259,"1,185,400",94110,15145928
2642,Address: 138 Milton Street, San FranciscoSales price: 1329000Sales date: 08/07/2015Bedrooms: 2Square feet: 1175Lot size: 2500,138 Milton St,1,2,1175,08/07/2015,1329000,37.732639,-122.429569,Bernal Heights,5,SingleFamily,1941,1074983,"1,248,000",94112,15185509
2643,Address: 3049 Market Street, San FranciscoSales price: 855000Sales date: 08/07/2015Bedrooms: 0Square feet: 3375Lot size: 1711,3049-3051 Market St,3,8,3375,08/07/2015,855000,37.760875,-122.442134,Eureka Valley - Dolores Heights - Castro,15,Duplex,1904,1932681,"1,744,100",94114,15128538
2644,Address: 4318 17th Street #2, San FranciscoSales price: 1260000Sales date: 08/07/2015Bedrooms: 2Square feet: 1000Lot size: 2188,4318 17th St # 2,2,2,1073,08/07/2015,1260000,37.762344,-122.440976,Corona Heights,6,Condominium,1989,1181501,"1,475,100",94114,15128174
2647,Address: 2211 44th Avenue, San FranciscoSales price: 895000Sales date: 08/07/2015Bedrooms: 0Square feet: 1240Lot size: 2622,2211 44th Ave,2,2,1240,08/07/2015,895000,37.745351,-122.502974,Outer Parkside,6,SingleFamily,1928,828979,"981,900",94116,15118562
