data_entrada_brasil;data_cadastro;dif_dtcad_dtingr_meses;sexo;fx_etaria;pais_origem;distrito_moradia;condicoes_moradia;cidade_ingresso;cor_raca;escolaridade;situacao_migratoria;fonte_renda;sabendo_crai;demanda_1
08/05/2016;12/05/2016;0;Feminino;18 a 29 anos;Angola;São Miguel;Casa de parente ou amigo;Não informado;Preta;Ensino médio incompleto;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
10/04/2016;13/05/2016;1;Feminino;40 a 49 anos;Angola;Sé;Outros;Não informado;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Não informado;Não informado;Não informado
10/04/2016;13/05/2016;1;Masculino;30 a 39 anos;Angola;Bela Vista;Centro de Acolhida;Não informado;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Não informado;Não informado;Documentos
18/04/2016;13/05/2016;0;Masculino;18 a 29 anos;Angola;Pari;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Reinserção no mercado de trabalho
21/04/2016;17/05/2016;0;Masculino;30 a 39 anos;Angola;Bela Vista;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Reinserção no mercado de trabalho
08/05/2016;17/05/2016;0;Feminino;40 a 49 anos;Angola;Artur Alvim;Aluguel ou pensão;Não informado;Preta;Ensino superior completo;Solicitante de refúgio;Não informado;Não informado;Documentos
22/03/2015;18/05/2016;13;Feminino;40 a 49 anos;Angola;Ipiranga;Aluguel ou pensão;Não informado;Preta;Ensino médio incompleto;Solicitante de refúgio;Não informado;Não informado;Documentos
01/04/2016;18/05/2016;1;Masculino;40 a 49 anos;Angola;Bela Vista;Centro de Acolhida;Não informado;Preta;Ensino fundamental completo;Solicitante de refúgio;Não informado;Não informado;Documentos
06/12/2014;19/05/2016;17;Masculino;30 a 39 anos;Angola;Vila Matilde;Aluguel ou pensão;Não informado;Preta;Ensino médio completo;Visto permanente;Não informado;Não informado;Documentos
16/01/2016;19/05/2016;4;Masculino;40 a 49 anos;Angola;Bela Vista;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Orientação jurídica
09/05/2016;19/05/2016;0;Masculino;30 a 39 anos;Angola;Bela Vista;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Documentos
07/05/2016;19/05/2016;0;Masculino;18 a 29 anos;Angola;Bela Vista;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Documentos
12/05/2016;19/05/2016;0;Masculino;30 a 39 anos;Angola;Santana;Ocupação;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
07/05/2016;20/05/2016;0;Feminino;18 a 29 anos;Angola;Bela Vista;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Refugiado;Não informado;Não informado;Serviços de assistência social
08/05/2016;20/05/2016;0;Feminino;40 a 49 anos;Angola;Bela Vista;Hotel;Não informado;Preta;Ensino fundamental completo;Solicitante de refúgio;Não informado;Não informado;Serviços de assistência social
18/05/2016;20/05/2016;0;Masculino;30 a 39 anos;Angola;Artur Alvim;Aluguel ou pensão;Não informado;Preta;Ensino médio incompleto;Solicitante de refúgio;Não informado;Não informado;Documentos
09/02/2016;20/05/2016;3;Masculino;18 a 29 anos;Angola;Santana;Ocupação;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Documentos
18/05/2016;23/05/2016;0;Feminino;30 a 39 anos;Angola;Bela Vista;Sem moradia;Não informado;Preta;Ensino superior completo;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
22/03/2016;23/05/2016;2;Masculino;18 a 29 anos;Angola;Sé;Centro de Acolhida;Não informado;Parda;Ensino superior incompleto;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
09/05/2016;23/05/2016;0;Feminino;30 a 39 anos;Angola;Brás;Casa de parente ou amigo;Não informado;Preta;Ensino médio incompleto;Solicitante de refúgio;Não informado;Não informado;Demandas diversas
18/05/2016;23/05/2016;0;Feminino;30 a 39 anos;Angola;Penha;Casa de parente ou amigo;Não informado;Parda;Ensino médio incompleto;Solicitante de refúgio;Não informado;Não informado;Demandas diversas
10/05/2016;23/05/2016;0;Masculino;18 a 29 anos;Angola;Pari;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
21/05/2016;24/05/2016;0;Masculino;30 a 39 anos;Angola;Santana;Ocupação;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
30/04/2016;24/05/2016;0;Feminino;18 a 29 anos;Angola;Bela Vista;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Documentos
06/05/2016;24/05/2016;0;Feminino;30 a 39 anos;Angola;Itaquera;Aluguel ou pensão;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
16/05/2016;24/05/2016;0;Masculino;30 a 39 anos;Angola;Bela Vista;Outros;Não informado;Preta;Ensino superior incompleto;Solicitante de refúgio;Não informado;Não informado;Documentos
16/05/2016;24/05/2016;0;Feminino;30 a 39 anos;Angola;Bela Vista;Outros;Não informado;Preta;Ensino médio incompleto;Solicitante de refúgio;Não informado;Não informado;Documentos
10/04/2016;24/05/2016;1;Masculino;30 a 39 anos;Angola;Bela Vista;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Reinserção no mercado de trabalho
03/04/2016;25/05/2016;1;Feminino;18 a 29 anos;Angola;Santana;Ocupação;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Orientação jurídica
19/05/2016;25/05/2016;0;Masculino;18 a 29 anos;Angola;Belém;Aluguel ou pensão;Não informado;Preta;Ensino médio incompleto;Solicitante de refúgio;Não informado;Não informado;Documentos
04/05/2016;27/05/2016;0;Masculino;30 a 39 anos;Angola;Santana;Ocupação;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Documentos
22/05/2015;01/06/2016;12;Feminino;30 a 39 anos;Angola;Belém;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Visto permanente;Não informado;Não informado;Documentos
13/08/2015;01/06/2016;9;Feminino;30 a 39 anos;Angola;Belém;Igreja ou Instituição religiosa;Não informado;Preta;Ensino superior completo;Solicitante de refúgio;Não informado;Não informado;Documentos
27/04/2016;01/06/2016;1;Masculino;30 a 39 anos;Angola;Belém;Aluguel ou pensão;Não informado;Preta;Ensino superior incompleto;Solicitante de refúgio;Não informado;Não informado;Documentos
21/05/2016;02/06/2016;0;Masculino;40 a 49 anos;Angola;Santana;Ocupação;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Documentos
08/05/2016;02/06/2016;0;Feminino;18 a 29 anos;Angola;Belém;Aluguel ou pensão;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Documentos
08/05/2016;02/06/2016;0;Feminino;18 a 29 anos;Angola;Belém;Aluguel ou pensão;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Documentos
24/03/2016;02/06/2016;2;Masculino;18 a 29 anos;Angola;Bela Vista;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Documentos
30/05/2016;06/06/2016;0;Masculino;30 a 39 anos;Angola;Brás;Igreja ou Instituição religiosa;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Documentos
06/06/2016;08/06/2016;0;Masculino;30 a 39 anos;Angola;Bela Vista;Sem moradia;Não informado;Preta;Ensino superior incompleto;Solicitante de refúgio;Não informado;Não informado;Documentos
23/05/2016;09/06/2016;0;Feminino;30 a 39 anos;Angola;Penha;Aluguel ou pensão;Não informado;Branca;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
09/06/2016;13/06/2016;0;Masculino;30 a 39 anos;Angola;Belém;Aluguel ou pensão;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Documentos
20/06/2016;21/06/2016;0;Masculino;18 a 29 anos;Angola;Bela Vista;Sem moradia;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Documentos
19/11/2015;22/06/2016;7;Masculino;40 a 49 anos;Angola;Santa Cecília;Centro de Acolhida;Não informado;Preta;Ensino fundamental completo;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
15/03/2013;24/06/2016;39;Masculino;18 a 29 anos;Angola;Bela Vista;Sem moradia;Não informado;Preta;Ensino superior completo;Visto permanente;Não informado;Não informado;Moradia
21/05/2016;27/06/2016;1;Masculino;30 a 39 anos;Angola;Moóca;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Refugiado;Não informado;Não informado;Reinserção no mercado de trabalho
13/04/2016;27/06/2016;2;Masculino;30 a 39 anos;Angola;Pari;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Resgate de trabalho escravo
11/05/2016;27/06/2016;1;Masculino;30 a 39 anos;Angola;Moóca;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Refugiado;Não informado;Não informado;Reinserção no mercado de trabalho
25/06/2016;27/06/2016;0;Masculino;18 a 29 anos;Angola;Bela Vista;Sem moradia;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
25/06/2016;27/06/2016;0;Masculino;18 a 29 anos;Angola;Bela Vista;Sem moradia;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
30/04/2016;28/06/2016;1;Masculino;18 a 29 anos;Angola;Pari;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Refugiado;Não informado;Não informado;Demandas diversas
06/04/2016;28/06/2016;2;Masculino;18 a 29 anos;Angola;Pari;Centro de Acolhida;Não informado;Preta;Ensino médio incompleto;Refugiado;Não informado;Não informado;Demandas diversas
13/05/2016;28/06/2016;1;Masculino;40 a 49 anos;Angola;Pari;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Refugiado;Não informado;Não informado;Demandas diversas
11/04/2016;28/06/2016;2;Masculino;30 a 39 anos;Angola;Pari;Centro de Acolhida;Não informado;Preta;Ensino médio incompleto;Refugiado;Não informado;Não informado;Demandas diversas
13/05/2016;28/06/2016;1;Feminino;30 a 39 anos;Angola;Pari;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Refugiado;Não informado;Não informado;Demandas diversas
10/05/2016;28/06/2016;1;Masculino;30 a 39 anos;Angola;Pari;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Refugiado;Não informado;Não informado;Demandas diversas
23/04/2016;28/06/2016;2;Feminino;30 a 39 anos;Angola;Pari;Centro de Acolhida;Não informado;Preta;Ensino superior completo;Refugiado;Não informado;Não informado;Demandas diversas
03/04/2016;29/06/2016;2;Feminino;18 a 29 anos;Angola;Bom Retiro;Centro de Acolhida;Não informado;Preta;Ensino médio incompleto;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
17/03/2016;29/06/2016;3;Masculino;18 a 29 anos;Angola;Tatuapé;Aluguel ou pensão;Não informado;Preta;Ensino superior incompleto;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
18/04/2016;29/06/2016;2;Masculino;18 a 29 anos;Angola;Pari;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Refugiado;Não informado;Não informado;Demandas diversas
30/03/2016;29/06/2016;2;Feminino;30 a 39 anos;Angola;Pari;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Refugiado;Não informado;Não informado;Demandas diversas
21/04/2016;29/06/2016;2;Feminino;30 a 39 anos;Angola;Pari;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Refugiado;Não informado;Não informado;Demandas diversas
18/05/2003;05/07/2016;157;Masculino;18 a 29 anos;Angola;Santa Cecília;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Visto permanente;Não informado;Não informado;Serviços de assistência social
28/03/2016;06/07/2016;3;Feminino;30 a 39 anos;Angola;Ponte Rasa;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
25/04/2016;06/07/2016;2;Feminino;30 a 39 anos;Angola;Ponte Rasa;Centro de Acolhida;Não informado;Preta;Ensino médio incompleto;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
17/03/2016;06/07/2016;3;Feminino;30 a 39 anos;Angola;Ponte Rasa;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
14/02/1994;06/07/2016;268;Masculino;30 a 39 anos;Angola;Itaim Paulista;Casa própria;Não informado;Preta;Ensino superior incompleto;Refugiado;Não informado;Não informado;Regularização migratória
16/01/2016;06/07/2016;5;Feminino;30 a 39 anos;Angola;Ponte Rasa;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Refugiado;Não informado;Não informado;Regularização migratória
31/03/2016;06/07/2016;3;Feminino;18 a 29 anos;Angola;Ponte Rasa;Centro de Acolhida;Não informado;Preta;Ensino fundamental completo;Refugiado;Não informado;Não informado;Regularização migratória
06/03/2016;06/07/2016;4;Feminino;18 a 29 anos;Angola;Bom Retiro;Centro de Acolhida;Não informado;Preta;Ensino médio incompleto;Solicitante de refúgio;Não informado;Não informado;Documentos
21/01/2016;06/07/2016;5;Feminino;30 a 39 anos;Angola;Santana;Ocupação;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Documentos
21/01/2016;06/07/2016;5;Feminino;18 a 29 anos;Angola;Santana;Ocupação;Não informado;Preta;Ensino médio completo;Visto permanente;Não informado;Não informado;Regularização migratória
22/03/2016;06/07/2016;3;Feminino;18 a 29 anos;Angola;José Bonifácio;Aluguel ou pensão;Não informado;Preta;Ensino médio incompleto;Solicitante de refúgio;Não informado;Não informado;Demandas diversas
26/06/2016;11/07/2016;0;Masculino;18 a 29 anos;Angola;Penha;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
10/07/2016;13/07/2016;0;Masculino;40 a 49 anos;Angola;Pari;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
18/01/2016;13/07/2016;5;Feminino;30 a 39 anos;Angola;Itaim Paulista;Aluguel ou pensão;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Demandas diversas
26/02/2016;13/07/2016;4;Feminino;18 a 29 anos;Angola;Santana;Ocupação;Não informado;Preta;Ensino médio completo;Outros;Não informado;Não informado;Demandas diversas
11/07/2016;13/07/2016;0;Masculino;50 a 59 anos;Angola;Pari;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
26/02/2016;13/07/2016;4;Feminino;30 a 39 anos;Angola;Saúde;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Visto permanente;Não informado;Não informado;Regularização migratória
09/07/2016;14/07/2016;0;Masculino;18 a 29 anos;Angola;Liberdade;Outros;Não informado;Preta;Ensino médio completo;Outros;Não informado;Não informado;Regularização migratória
13/07/2016;19/07/2016;0;Masculino;40 a 49 anos;Angola;Itaquera;Aluguel ou pensão;Não informado;Preta;Ensino superior completo;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
18/04/2016;19/07/2016;3;Masculino;30 a 39 anos;Angola;Pari;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Refugiado;Não informado;Não informado;Documentos
18/07/2016;19/07/2016;0;Masculino;18 a 29 anos;Angola;Brás;Casa de parente ou amigo;Não informado;Preta;Ensino médio incompleto;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
